Brand,Price,Horsepower,Fuel Efficiency,encoded_brand,scaled_fuel_efficieny,scaled_horsepower,scaled_encoded_brand,Performance_Index
Brand W,47254,247,18.9,1,0.3559999999999999,0.3675,0.0,0.0037789393490498153
Brand B,47564,435,19.6,5,0.38400000000000006,0.8375,0.5,0.006525523505171979
Brand A,67689,415,30.7,4,0.828,0.7875,0.375,0.004427750446896837
Brand A,39724,117,34.8,4,0.9919999999999999,0.0425,0.375,0.0023245393213170876
Brand Z,46365,469,33.8,7,0.9519999999999998,0.9225,0.75,0.007299471584169092
Brand W,45498,337,21.7,1,0.46799999999999997,0.5925,0.0,0.005327926502263835
Brand B,73511,112,27.2,5,0.688,0.03,0.5,0.0011775108487165184
Brand C,78036,373,23.2,6,0.528,0.6825,0.625,0.003435081244553795
Brand A,40401,345,12.0,4,0.08,0.6125,0.375,0.006066681517784212
Brand Y,43096,213,23.7,3,0.5479999999999999,0.2825,0.25,0.003624698347874512
Brand D,87749,304,11.8,9,0.07200000000000002,0.51,1.0,0.002465441201609135
Brand B,36847,162,21.5,5,0.46,0.155,0.5,0.003252639292208321
Brand D,37290,139,14.7,9,0.18799999999999997,0.0975,1.0,0.0027275408956824883
Brand D,93406,111,20.0,9,0.4,0.0275,1.0,0.0008960880457358198
Brand B,43550,290,17.7,5,0.308,0.475,0.5,0.004783237657864523
Brand E,72225,303,28.0,2,0.72,0.5075,0.125,0.0030529595015576323
Brand Y,54882,256,28.1,3,0.7240000000000001,0.39,0.25,0.0034187894027185597
Brand Y,73743,371,32.6,3,0.904,0.6775,0.25,0.0036543129517377917
Brand Y,67346,351,30.7,3,0.828,0.6275,0.25,0.003785080034448965
Brand W,45059,361,34.7,1,0.9880000000000001,0.6525,0.0,0.005839233005614861
Brand Z,77769,323,31.6,7,0.8640000000000001,0.5575,0.75,0.0030292275842559373
Brand A,92917,279,17.4,4,0.29599999999999993,0.4475,0.375,0.002158055038367575
Brand X,72180,369,10.4,8,0.016000000000000014,0.6725,0.875,0.0036217788861180383
Brand C,41089,280,31.3,6,0.852,0.45,0.625,0.0049986614422351475
Brand Y,50222,382,25.3,3,0.612,0.705,0.25,0.00547548882959659
Brand Y,83993,394,30.4,3,0.816,0.735,0.25,0.0033921874441917776
Brand E,97430,163,18.0,2,0.32,0.1575,0.125,0.001226521605255055
Brand E,46556,123,11.7,2,0.06799999999999998,0.0575,0.125,0.0019247787610619468
Brand Z,80546,368,24.8,7,0.5920000000000001,0.67,0.75,0.003290542050505301
Brand X,78517,173,24.9,8,0.596,0.1825,0.875,0.0016374797814486034
Brand Y,78960,267,26.6,3,0.664,0.4175,0.25,0.0024680851063829785
Brand W,67976,371,28.6,1,0.7440000000000001,0.6775,0.0,0.003946687066023302
Brand X,53211,487,34.1,8,0.9640000000000001,0.9675,0.875,0.006598823551521302
Brand W,67290,434,22.9,1,0.5159999999999999,0.835,0.0,0.004616882151879922
Brand D,48151,447,29.8,9,0.792,0.8675,1.0,0.006683973333887146
Brand D,85223,468,28.7,9,0.748,0.92,1.0,0.003945061779097192
Brand D,52307,192,20.1,9,0.4040000000000001,0.23,1.0,0.002684726709618215
Brand Z,85787,137,23.3,7,0.532,0.0925,0.75,0.001199365871285859
Brand X,54287,390,25.4,8,0.616,0.725,0.875,0.005169193361209867
Brand D,89732,275,15.8,9,0.23200000000000004,0.4375,1.0,0.0021981010119021087
Brand A,90325,429,17.6,4,0.30400000000000005,0.8225,0.375,0.003383116523664544
Brand C,74855,337,32.4,6,0.8959999999999999,0.5925,0.625,0.0032812771357958715
Brand A,30090,435,13.8,4,0.15200000000000002,0.8375,0.375,0.010257228315054835
Brand Y,64981,211,28.2,3,0.728,0.2775,0.25,0.0024031640017851373
Brand C,63824,275,22.3,6,0.49200000000000005,0.4375,0.625,0.0031209262973176236
Brand A,44971,308,11.2,4,0.04799999999999997,0.52,0.375,0.004868915523337262
Brand E,62571,407,27.4,2,0.696,0.7675,0.125,0.004684598296335363
Brand B,59983,378,25.3,5,0.612,0.695,0.5,0.004537785705950018
Brand D,68762,128,21.5,9,0.46,0.07,1.0,0.0013968470957796456
Brand X,60641,147,19.8,8,0.392,0.1175,0.875,0.001794825283224221
Brand W,40972,229,24.5,1,0.58,0.3225,0.0,0.004091818803085033
Brand E,69580,477,17.2,2,0.288,0.9425,0.125,0.0048729519977004886
Brand X,41523,187,17.9,8,0.31599999999999995,0.2175,0.875,0.0032817956313368497
Brand X,30347,142,19.9,8,0.39599999999999996,0.105,0.875,0.003472171878604145
Brand Z,57295,460,12.4,7,0.09600000000000002,0.9,0.75,0.005684963783925299
Brand C,80857,297,10.2,6,0.007999999999999972,0.4925,0.625,0.0026090505460256994
Brand W,58462,165,16.2,1,0.24799999999999997,0.1625,0.0,0.0020587732202114193
Brand Y,68859,201,27.7,3,0.708,0.2525,0.25,0.0021639872783514136
Brand Y,34915,221,31.5,3,0.86,0.3025,0.25,0.004701417728769869
Brand E,58242,490,31.0,2,0.84,0.975,0.125,0.006048899419662786
Brand C,44731,467,24.3,6,0.5720000000000001,0.9175,0.625,0.007471105050188907
Brand A,66182,435,32.6,4,0.904,0.8375,0.375,0.004748723217793357
Brand C,44513,347,29.5,6,0.78,0.6175,0.625,0.0056556511580886475
Brand W,50482,238,29.3,1,0.772,0.345,0.0,0.0034743076740224236
Brand B,32252,192,12.0,5,0.08,0.23,0.5,0.004278804415230063
Brand E,51441,478,25.9,2,0.6359999999999999,0.945,0.125,0.006655586011158413
Brand Z,98312,353,25.8,7,0.632,0.6325,0.75,0.002592155586296688
Brand D,58418,319,34.1,9,0.9640000000000001,0.5475,1.0,0.003997569242356808
Brand B,63887,257,20.1,5,0.4040000000000001,0.3925,0.5,0.0029102947391488093
Brand Y,66058,447,34.2,3,0.9680000000000001,0.8675,0.25,0.004892064549335432
Brand C,56175,273,17.9,6,0.31599999999999995,0.4325,0.625,0.0034974632843791723
Brand B,64364,248,26.1,5,0.644,0.37,0.5,0.0028188117581256604
Brand E,98484,120,23.8,2,0.552,0.05,0.125,0.0009254295113927135
Brand Z,85805,397,18.3,7,0.332,0.7425,0.75,0.0033027212866383075
Brand W,77263,475,19.5,1,0.38,0.9375,0.0,0.004379198322612376
Brand E,75082,285,18.1,2,0.32400000000000007,0.4625,0.125,0.00272941583868304
Brand D,74876,478,12.6,9,0.10399999999999998,0.945,1.0,0.004519205085741759
Brand Y,91043,257,22.6,3,0.504,0.3925,0.25,0.0020504596729018156
Brand X,89001,490,16.9,8,0.27599999999999997,0.975,0.875,0.0039108549342142225
Brand E,95169,249,20.1,2,0.4040000000000001,0.3725,0.125,0.001894839706206853
Brand X,48320,228,25.8,8,0.632,0.32,0.875,0.003463162251655629
Brand Z,47777,256,17.6,7,0.30400000000000005,0.39,0.75,0.003861272160244469
Brand D,80496,491,13.5,9,0.14,0.9775,1.0,0.004320090439276485
Brand B,79038,109,14.2,5,0.16799999999999998,0.0225,0.5,0.001019256560135631
Brand B,79321,453,23.6,5,0.544,0.8825,0.5,0.004086937885301496
Brand B,70254,169,14.0,5,0.16,0.1725,0.5,0.001743672958123381
Brand X,30645,187,10.3,8,0.012000000000000028,0.2175,0.875,0.004372328275411976
Brand Z,51975,437,21.7,7,0.46799999999999997,0.8425,0.75,0.00601077441077441
Brand Y,59000,455,24.7,3,0.588,0.8875,0.25,0.005523898305084746
Brand C,87654,349,27.0,6,0.68,0.6225,0.625,0.0028795035024071916
Brand B,57574,280,17.8,5,0.31200000000000006,0.45,0.5,0.0034970646472366
Brand C,44024,288,31.6,6,0.8640000000000001,0.47,0.625,0.004794657459567508
Brand X,62101,123,16.4,8,0.25599999999999995,0.0575,0.875,0.0014656768812096423
Brand X,79049,400,28.2,8,0.728,0.75,0.875,0.0036491290212399903
Brand B,87963,443,18.8,5,0.35200000000000004,0.8575,0.5,0.0035894637518047354
Brand B,38513,310,21.0,5,0.44,0.525,0.5,0.005798042219510295
Brand D,44279,146,13.8,9,0.15200000000000002,0.115,1.0,0.0024015899184715098
Brand B,77293,286,22.6,5,0.504,0.465,0.5,0.0026778621608683838
Brand Y,76414,213,16.5,3,0.26,0.2825,0.25,0.002015991833957128
Brand A,54273,483,17.3,4,0.29200000000000004,0.9575,0.375,0.006325244596760819
Brand Z,51524,150,15.8,7,0.23200000000000004,0.125,0.75,0.0021298812204021424
Brand X,49493,262,31.7,8,0.868,0.405,0.875,0.0038977229103105485
Brand E,48347,313,10.9,2,0.03600000000000001,0.5325,0.125,0.0045994580842658285
Brand A,52987,399,20.2,4,0.408,0.7475,0.375,0.0053854719082038986
Brand Z,62644,407,11.6,7,0.06399999999999999,0.7675,0.75,0.004603473596832897
Brand W,74030,166,28.7,1,0.748,0.165,0.0,0.0016859381331892475
Brand W,40760,292,27.1,1,0.684,0.48,0.0,0.005214180569185475
Brand E,55029,166,16.6,2,0.26400000000000007,0.165,0.125,0.0022021116138763197
Brand Z,34327,444,27.1,7,0.684,0.86,0.75,0.00929093716316602
Brand Z,49598,442,23.9,7,0.5559999999999999,0.855,0.75,0.006382717045042139
Brand B,74319,189,26.2,5,0.648,0.2225,0.5,0.0018859241916602749
Brand B,40826,465,19.1,5,0.36400000000000005,0.9125,0.5,0.008113212168716015
Brand Y,66794,458,23.0,3,0.52,0.895,0.25,0.004903135012126837
Brand W,86276,187,21.1,1,0.44400000000000006,0.2175,0.0,0.0015905929806666979
Brand X,89180,157,13.6,8,0.144,0.1425,0.875,0.0012780892576810944
Brand A,54715,106,27.1,4,0.684,0.015,0.375,0.0015047062048798316
Brand X,80491,286,29.7,8,0.7879999999999999,0.465,0.875,0.0025979302033767747
Brand X,84485,160,32.8,8,0.9119999999999999,0.15,0.875,0.0014421494939930166
Brand D,88371,133,25.0,9,0.6,0.0825,1.0,0.0011383825010467235
Brand W,87082,152,31.9,1,0.8759999999999999,0.13,0.0,0.0013317333088353504
Brand D,42281,108,12.8,9,0.11200000000000003,0.02,1.0,0.0018788581159386011
Brand A,86705,378,31.3,4,0.852,0.695,0.375,0.0031600253733925373
Brand D,93995,224,17.8,9,0.31200000000000006,0.31,1.0,0.001724985371562317
Brand X,47038,167,21.9,8,0.4759999999999999,0.1675,0.875,0.002624899017815383
Brand B,58686,451,27.9,5,0.716,0.8775,0.5,0.005522100671369662
Brand W,63962,293,27.2,1,0.688,0.4825,0.0,0.0033341671617522902
Brand Z,91745,347,17.4,7,0.29599999999999993,0.6175,0.75,0.002704452558722546
Brand A,98726,121,13.7,4,0.14799999999999996,0.0525,0.375,0.000899560399489496
Brand D,64972,190,27.1,9,0.684,0.225,1.0,0.002172166471710891
Brand E,45348,366,15.8,2,0.23200000000000004,0.665,0.125,0.005754167769251125
Brand D,59673,296,24.5,9,0.58,0.49,1.0,0.0035954284182125916
Brand Y,91802,129,34.7,3,0.9880000000000001,0.0725,0.25,0.0010970349229864273
Brand X,33792,455,18.4,8,0.33599999999999997,0.8875,0.875,0.009588660037878787
Brand D,65670,422,18.6,9,0.3440000000000001,0.805,1.0,0.0045832191259326934
Brand A,93494,224,29.4,4,0.7759999999999999,0.31,0.375,0.0017714505743684085
Brand X,85490,260,26.0,8,0.64,0.4,0.875,0.0022201427067493275
Brand X,45853,281,14.4,8,0.17600000000000002,0.4525,0.875,0.004384009770353085
Brand X,35335,225,19.5,8,0.38,0.3125,0.875,0.004622895146455356
Brand X,38615,214,18.8,8,0.35200000000000004,0.285,0.875,0.004025378738832059
Brand D,85557,148,25.3,9,0.612,0.12,1.0,0.0012996014353004429
Brand D,38071,393,21.7,9,0.46799999999999997,0.7325,1.0,0.007396968821412622
Brand C,63969,383,28.5,6,0.74,0.7075,0.625,0.004324751051290468
Brand D,85899,368,19.3,9,0.37200000000000005,0.67,1.0,0.0030662755096101234
Brand D,95567,243,10.9,9,0.03600000000000001,0.3575,1.0,0.0018141199367982673
Brand W,56142,111,18.5,1,0.34,0.0275,0.0,0.0014828470663674253
Brand X,61479,303,20.2,8,0.408,0.5075,0.875,0.00354852876592007
Brand W,83913,481,14.3,1,0.17200000000000004,0.9525,0.0,0.0040636135044629556
Brand C,94878,385,24.8,6,0.5920000000000001,0.7125,0.625,0.0029189063850418432
Brand Y,47974,326,25.6,3,0.6240000000000001,0.565,0.25,0.0049168299495560095
Brand B,88341,386,22.7,5,0.508,0.715,0.5,0.0031356901099149886
Brand Z,88076,262,31.1,7,0.8440000000000001,0.405,0.75,0.002188223806712385
Brand A,56211,491,23.8,4,0.552,0.9775,0.375,0.006241482983757627
Brand Z,33770,424,16.8,7,0.272,0.81,0.75,0.008938110749185667
Brand B,95072,428,14.9,5,0.196,0.82,0.5,0.0031983128576236956
Brand B,55218,210,12.0,5,0.08,0.275,0.5,0.0027273715092904485
Brand E,80757,287,20.0,2,0.4,0.4675,0.125,0.002562007008680362
Brand C,40868,424,18.4,6,0.33599999999999997,0.81,0.625,0.007397474796907114
Brand W,39076,115,21.1,1,0.44400000000000006,0.0375,0.0,0.002222080049135019
Brand B,68492,366,13.8,5,0.15200000000000002,0.665,0.5,0.0038010278572680016
Brand W,64573,272,34.7,1,0.9880000000000001,0.43,0.0,0.0031098136992241334
Brand Y,79106,273,26.8,3,0.672,0.4325,0.25,0.002517381740955174
Brand D,77961,434,33.6,9,0.9440000000000001,0.835,1.0,0.00402611562191352
Brand B,90016,224,15.5,5,0.22,0.31,0.5,0.001793570031994312
Brand E,99223,306,22.5,2,0.5,0.515,0.125,0.002226802253509771
Brand W,95762,348,23.1,1,0.524,0.62,0.0,0.0026161734299617804
Brand B,94580,123,22.8,5,0.512,0.0575,0.5,0.0009826601818566294
Brand E,87524,148,28.7,2,0.748,0.12,0.125,0.0012820483524518989
Brand E,62225,114,19.7,2,0.38799999999999996,0.035,0.125,0.0013774206508638006
Brand E,83070,364,25.3,2,0.612,0.66,0.125,0.0031586613699289756
Brand Y,42240,496,21.8,3,0.47200000000000003,0.99,0.25,0.008374526515151515
Brand W,49308,165,18.2,1,0.32799999999999996,0.1625,0.0,0.0024531516183986368
Brand W,69518,477,32.5,1,0.9,0.9425,0.0,0.004943324031186167
Brand Y,48078,143,15.9,3,0.23600000000000002,0.1075,0.25,0.0021812471400640622
Brand D,51264,408,22.7,9,0.508,0.77,1.0,0.005704002808988764
Brand Y,45915,255,32.1,3,0.884,0.3875,0.25,0.004097353805945769
Brand E,56686,336,29.6,2,0.784,0.59,0.125,0.004305825071446212
Brand C,39249,487,21.0,6,0.44,0.9675,0.625,0.008846085250579632
Brand X,76248,157,16.0,8,0.24,0.1425,0.875,0.0015043017521771062
Brand B,82791,272,25.9,5,0.6359999999999999,0.43,0.5,0.002393617663755722
Brand Z,65247,383,12.7,7,0.10799999999999997,0.7075,0.75,0.004167394669486719
Brand Y,68475,296,30.2,3,0.8079999999999999,0.49,0.25,0.0031582329317269074
Brand Y,33452,426,29.7,3,0.7879999999999999,0.815,0.25,0.009180617003467655
Brand C,71578,409,27.8,6,0.7120000000000001,0.7725,0.625,0.004116348598731453
Brand B,55363,356,20.3,5,0.41200000000000003,0.64,0.5,0.004611202427614111
Brand D,31167,271,29.9,9,0.7959999999999999,0.4275,1.0,0.006374370327590079
Brand D,40190,300,12.5,9,0.1,0.5,1.0,0.005318487185867131
Brand X,72960,447,17.3,8,0.29200000000000004,0.8675,0.875,0.004359786184210526
Brand Z,63076,345,24.7,7,0.588,0.6125,0.75,0.003946191895491153
Brand W,31071,267,32.7,1,0.9080000000000001,0.4175,0.0,0.006330983875639663
Brand B,90667,438,15.1,5,0.204,0.845,0.5,0.003431568266293138
Brand B,69421,306,31.7,5,0.868,0.515,0.5,0.0032225119200242
Brand E,85689,122,34.8,2,0.9919999999999999,0.055,0.125,0.0011184632800009336
Brand W,38951,204,28.6,1,0.7440000000000001,0.26,0.0,0.0038864214012477214
Brand A,75168,280,32.8,4,0.9119999999999999,0.45,0.375,0.002738399318859089
Brand W,47705,437,19.2,1,0.368,0.8425,0.0,0.0065330678125982596
Brand Z,70207,441,13.9,7,0.15600000000000003,0.8525,0.75,0.004456393237141596
Brand D,78238,435,27.9,9,0.716,0.8375,1.0,0.003998951915948771
Brand W,86493,288,17.1,1,0.28400000000000003,0.47,0.0,0.002390135617911276
Brand E,63669,307,16.8,2,0.272,0.5175,0.125,0.0034544283717350666
Brand X,51501,175,30.9,8,0.836,0.1875,0.875,0.002558591095318537
Brand X,52449,268,13.3,8,0.13200000000000003,0.42,0.875,0.003652881847127686
Brand Y,84032,420,12.2,3,0.08799999999999997,0.8,0.25,0.003542222010662605
Brand C,65900,454,20.9,6,0.43599999999999994,0.885,0.625,0.004917602427921092
Brand X,77860,105,16.9,8,0.27599999999999997,0.0125,0.875,0.001009118931415361
Brand C,72738,458,22.7,6,0.508,0.895,0.625,0.004501223569523495
Brand C,41374,118,20.5,6,0.42,0.045,0.625,0.0021450669502586163
Brand B,71004,493,25.3,5,0.612,0.9825,0.5,0.00496718494732691
Brand X,33498,145,20.9,8,0.43599999999999994,0.1125,0.875,0.0032172069974326823
Brand E,38758,220,32.5,2,0.9,0.3,0.125,0.0042249342071314306
Brand A,98592,194,19.9,4,0.39599999999999996,0.235,0.375,0.0014379462836741316
Brand E,72428,339,27.1,2,0.684,0.5975,0.125,0.003388606616225769
Brand E,53987,230,24.8,2,0.5920000000000001,0.325,0.125,0.0031200103728675423
Brand C,66468,143,31.6,6,0.8640000000000001,0.1075,0.625,0.0016486128663416983
Brand E,53762,318,20.8,2,0.43200000000000005,0.545,0.125,0.004256538075220416
Brand A,37010,403,23.6,4,0.544,0.7575,0.375,0.007813563901648201
Brand X,75489,161,29.0,8,0.76,0.1525,0.875,0.0016081813244313739
Brand X,37266,336,11.1,8,0.043999999999999984,0.59,0.875,0.006400740621478023
Brand Z,58456,338,13.9,7,0.15600000000000003,0.595,0.75,0.004118824414944574
Brand E,96799,363,15.1,2,0.204,0.6575,0.125,0.0026718251221603526
Brand B,49992,178,29.5,5,0.78,0.195,0.5,0.0026694271083373337
Brand E,79817,109,22.3,2,0.49200000000000005,0.0225,0.125,0.0010397534359848151
Brand D,31386,308,28.4,9,0.736,0.52,1.0,0.007140763397693239
Brand W,44923,284,13.6,1,0.144,0.46,0.0,0.004516172116733077
Brand C,61647,257,14.3,6,0.17200000000000004,0.3925,0.625,0.0029878177364673054
Brand Y,64603,112,27.7,3,0.708,0.03,0.25,0.0013421977307555375
Brand E,85298,130,31.3,2,0.852,0.075,0.125,0.001176932636169664
Brand B,71703,401,21.3,5,0.452,0.7525,0.5,0.004003877104165794
Brand X,72351,319,11.2,8,0.04799999999999997,0.5475,0.875,0.0031327832372738456
Brand X,90461,474,18.9,8,0.3559999999999999,0.935,0.875,0.0037305579199876184
Brand C,31816,460,11.5,6,0.06,0.9,0.625,0.010229129997485542
Brand D,43223,161,29.0,9,0.76,0.1525,1.0,0.002808689817921014
Brand D,48673,384,16.7,9,0.26799999999999996,0.71,1.0,0.005625500790992952
Brand C,37559,177,29.8,6,0.792,0.1925,0.625,0.003536835379003701
Brand A,53140,232,15.4,4,0.21600000000000003,0.33,0.375,0.003143018441851712
Brand E,81941,304,30.6,2,0.8240000000000001,0.51,0.125,0.0027090223453460414
Brand E,71591,230,13.1,2,0.12399999999999999,0.325,0.125,0.002303781201547681
Brand X,48861,196,32.3,8,0.8919999999999999,0.24,0.875,0.003006283129694439
Brand B,98855,277,22.0,5,0.48,0.4425,0.5,0.0020282231551261944
Brand W,56669,467,17.7,1,0.308,0.9175,0.0,0.0058622880234343285
Brand D,56618,384,10.9,9,0.03600000000000001,0.71,1.0,0.004805362252287258
Brand B,45122,482,27.2,5,0.688,0.955,0.5,0.007658348477461105
Brand A,98701,168,29.3,4,0.772,0.17,0.375,0.0012805341384585767
Brand E,42689,340,29.5,2,0.78,0.6,0.125,0.005782520087141886
Brand C,33836,279,21.7,6,0.46799999999999997,0.4475,0.625,0.0059643574890649005
Brand Z,43116,423,19.7,7,0.38799999999999996,0.8075,0.75,0.007004592262733092
Brand A,66389,236,17.0,4,0.28,0.34,0.375,0.0025651839913238637
Brand Y,93138,123,20.9,3,0.43599999999999994,0.0575,0.25,0.000991754171229788
Brand X,82415,297,34.1,8,0.9640000000000001,0.4925,0.875,0.002646726930777164
Brand Y,90994,442,22.9,3,0.5159999999999999,0.855,0.25,0.0034757236740884014
Brand B,88512,349,16.3,5,0.252,0.6225,0.5,0.0028153244757772953
Brand Y,35988,403,11.9,3,0.07600000000000001,0.7575,0.25,0.007937923752361898
Brand C,96222,416,11.3,6,0.052000000000000025,0.79,0.625,0.0030615659620461017
Brand X,53530,155,15.2,8,0.20799999999999996,0.1375,0.875,0.0021120866803661497
Brand D,94904,137,26.6,9,0.664,0.0925,1.0,0.0010945797858888983
Brand D,63304,322,21.2,9,0.44799999999999995,0.555,1.0,0.003661064071780614
Brand C,94728,132,11.2,6,0.04799999999999997,0.08,0.625,0.0010108943501393461
Brand W,31838,335,10.4,1,0.016000000000000014,0.5875,0.0,0.007463408505559393
Brand C,49960,238,10.0,6,0.0,0.345,0.625,0.0033947157726180945
Brand Y,80114,478,25.7,3,0.628,0.945,0.25,0.0042727862795516386
Brand Z,72188,486,28.0,7,0.72,0.965,0.75,0.0048290574610738626
Brand Y,90244,199,17.7,3,0.308,0.2475,0.25,0.0016024334027746996
Brand E,30933,156,20.1,2,0.4040000000000001,0.14,0.125,0.0037251479003006494
Brand X,61221,308,27.1,8,0.684,0.52,0.875,0.0036544649711700234
Brand C,31652,185,29.5,6,0.78,0.2125,0.625,0.004370971818526475
Brand X,59451,347,16.6,8,0.26400000000000007,0.6175,0.875,0.004169484112966981
Brand E,70893,419,20.7,2,0.428,0.7975,0.125,0.0042248176829870355
Brand E,59197,232,22.7,2,0.508,0.33,0.125,0.0028584218794871358
Brand E,42992,396,22.8,2,0.512,0.74,0.125,0.006606810569408261
Brand B,47236,269,32.0,5,0.88,0.4225,0.5,0.004189601151663985
Brand X,46029,279,23.3,8,0.532,0.4475,0.875,0.004394838036889787
Brand E,54492,363,31.6,2,0.8640000000000001,0.6575,0.125,0.004837040299493504
Brand E,60291,186,25.7,2,0.628,0.215,0.125,0.002287406080509529
Brand C,98871,200,25.6,6,0.6240000000000001,0.25,0.625,0.0014936634604686915
Brand W,84690,397,23.0,1,0.52,0.7425,0.0,0.0033628527571141808
Brand W,98536,333,31.0,1,0.84,0.5825,0.0,0.0024600146139482017
Brand A,33809,152,27.0,4,0.68,0.13,0.375,0.0033866721878789666
Brand Z,72220,470,24.9,7,0.596,0.925,0.75,0.004658958737191914
Brand C,30927,110,21.2,6,0.44799999999999995,0.025,0.625,0.0026953794419115984
Brand Y,47337,156,29.1,3,0.764,0.14,0.25,0.002491285886304582
Brand C,54117,302,32.7,6,0.9080000000000001,0.505,0.625,0.004087624960733225
Brand D,75437,488,28.2,9,0.728,0.97,1.0,0.004640428436973898
Brand A,50767,408,12.8,4,0.11200000000000003,0.77,0.375,0.005701341422577657
Brand D,54361,227,12.3,9,0.09200000000000003,0.3175,1.0,0.0029909309983260053
Brand E,48195,406,13.7,2,0.14799999999999996,0.765,0.125,0.00598215582529308
Brand D,67874,374,23.9,9,0.5559999999999999,0.685,1.0,0.003962783982084451
Brand C,94345,228,10.6,6,0.023999999999999987,0.32,0.625,0.001725369653929726
Brand A,55868,426,13.4,4,0.136,0.815,0.375,0.005409536765232333
Brand E,56200,473,24.6,2,0.5840000000000001,0.9325,0.125,0.006022775800711743
Brand E,74401,100,33.9,2,0.956,0.0,0.125,0.0010775392803860162
Brand D,57962,224,16.9,9,0.27599999999999997,0.31,1.0,0.0027926917635692347
Brand A,72411,152,21.8,4,0.47200000000000003,0.13,0.375,0.001559707779204817
Brand Y,78607,405,30.4,3,0.816,0.7625,0.25,0.003722569236836414
Brand C,44076,337,34.9,6,0.996,0.5925,0.625,0.005589663308830202
Brand X,82356,335,21.3,8,0.452,0.5875,0.875,0.0029249842148720184
Brand A,95297,369,31.2,4,0.848,0.6725,0.375,0.0028086928234886724
Brand Z,43963,445,34.7,7,0.9880000000000001,0.8625,0.75,0.007322293747014536
Brand X,90851,278,19.4,8,0.37599999999999995,0.445,0.875,0.0022060296529482337
Brand E,81269,438,22.1,2,0.48400000000000004,0.845,0.125,0.0038542371630018823
Brand E,99631,484,10.9,2,0.03600000000000001,0.96,0.125,0.003433369132097439
Brand X,86114,462,22.9,8,0.5159999999999999,0.905,0.875,0.0038352648814362353
Brand D,53810,229,27.2,9,0.688,0.3225,1.0,0.0031306448615498975
Brand B,48847,433,29.2,5,0.768,0.8325,0.5,0.0063844248367351105
Brand C,74853,470,19.8,6,0.392,0.925,0.625,0.00447463695509866
Brand B,92628,481,17.9,5,0.31599999999999995,0.9525,0.5,0.0036929438182838883
Brand D,68881,249,15.4,9,0.21600000000000003,0.3725,1.0,0.0025975232647609645
Brand X,64418,258,26.7,8,0.6679999999999999,0.395,0.875,0.0029279083485982175
Brand W,41378,449,14.4,1,0.17600000000000002,0.8725,0.0,0.007700227173860505
Brand Z,86175,191,14.5,7,0.18,0.2275,0.75,0.0016019727299100665
Brand W,64043,273,31.0,1,0.84,0.4325,0.0,0.003129147603953594
Brand Y,58136,135,14.1,3,0.16399999999999998,0.0875,0.25,0.001698259254162653
Brand Y,92017,464,21.7,3,0.46799999999999997,0.91,0.25,0.0036005303367855936
Brand W,40115,247,22.7,1,0.508,0.3675,0.0,0.004479870372678549
Brand D,69493,181,31.4,9,0.856,0.2025,1.0,0.0019587584361014775
Brand X,41635,152,10.4,8,0.016000000000000014,0.13,0.875,0.002630479164164765
Brand D,45048,190,18.2,9,0.32799999999999996,0.225,1.0,0.003073610371159652
Brand C,99030,360,22.0,6,0.48,0.65,0.625,0.0026113299000302937
Brand A,30086,388,11.9,4,0.07600000000000001,0.72,0.375,0.009146114471847369
Brand X,56794,300,24.5,8,0.58,0.5,0.875,0.0038269887664189877
Brand D,45956,139,31.1,9,0.8440000000000001,0.0975,1.0,0.002320262860127078
Brand A,84498,222,13.1,4,0.12399999999999999,0.305,0.375,0.0018856067599233115
Brand Z,42423,278,21.1,7,0.44400000000000006,0.445,0.75,0.004736345850128468
Brand E,53588,394,14.5,2,0.18,0.735,0.125,0.005227849518548928
Brand E,45498,406,33.3,2,0.9319999999999999,0.765,0.125,0.00646599850542881
Brand Y,51107,482,20.8,3,0.43200000000000005,0.955,0.25,0.006723932142367973
Brand W,77988,224,29.0,1,0.76,0.31,0.0,0.002122121352002872
Brand Z,68807,115,23.7,7,0.5479999999999999,0.0375,0.75,0.001273271614806633
Brand X,52132,211,16.2,8,0.24799999999999997,0.2775,0.875,0.0029264175554362007
Brand W,83839,457,21.6,1,0.4640000000000001,0.8925,0.0,0.003892937654313625
Brand X,75196,472,13.8,8,0.15200000000000002,0.93,0.875,0.004448906856747699
Brand Y,59089,314,27.3,3,0.6920000000000001,0.535,0.25,0.0038584169642403828
Brand X,50222,234,25.5,8,0.62,0.335,0.875,0.003413842539126279
Brand A,88690,353,20.8,4,0.43200000000000005,0.6325,0.375,0.002856466343443455
Brand X,85920,256,20.1,8,0.4040000000000001,0.39,0.875,0.002155842644320298
Brand C,40981,477,12.3,6,0.09200000000000003,0.9425,0.625,0.008237719918986848
Brand Z,46944,149,13.7,7,0.14799999999999996,0.1225,0.75,0.0023093473074301293
Brand X,40712,152,22.7,8,0.508,0.13,0.875,0.002780752603654942
Brand W,60538,245,18.8,1,0.35200000000000004,0.3625,0.0,0.0029260960058145294
Brand E,73465,426,10.0,2,0.0,0.815,0.125,0.004099911522493704
Brand W,94068,104,25.1,1,0.6040000000000001,0.01,0.0,0.0008539567121656674
Brand E,59108,428,29.4,2,0.7759999999999999,0.82,0.125,0.005217906205589767
Brand A,46632,401,24.2,4,0.568,0.7525,0.375,0.00617515868931206
